instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,day_type,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,season_label,weather_label
8133,2011-12-10,4,0,12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,48,235,283,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8134,2011-12-10,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8135,2011-12-10,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,51,242,293,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8136,2011-12-10,4,0,12,15,0,6,0,1,0.34,0.303,0.34,0.3582,60,239,299,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8137,2011-12-10,4,0,12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,58,183,241,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8138,2011-12-10,4,0,12,17,0,6,0,1,0.28,0.2576,0.36,0.3284,34,151,185,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8139,2011-12-10,4,0,12,18,0,6,0,1,0.26,0.2576,0.38,0.2239,28,144,172,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8140,2011-12-10,4,0,12,19,0,6,0,1,0.26,0.2424,0.38,0.2836,15,139,154,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8141,2011-12-10,4,0,12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,10,114,124,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8142,2011-12-10,4,0,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,4,79,83,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8143,2011-12-10,4,0,12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,7,88,95,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8144,2011-12-10,4,0,12,23,0,6,0,1,0.2,0.2121,0.47,0.1642,5,61,66,Akhir Pekan,344,4,0,12,0,0,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Fall,Clear
8145,2011-12-11,4,0,12,0,0,0,0,1,0.2,0.197,0.51,0.2239,5,69,74,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8146,2011-12-11,4,0,12,1,0,0,0,1,0.16,0.1515,0.59,0.2239,8,54,62,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8147,2011-12-11,4,0,12,2,0,0,0,1,0.18,0.1667,0.55,0.2537,5,47,52,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8148,2011-12-11,4,0,12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,2,17,19,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8149,2011-12-11,4,0,12,4,0,0,0,1,0.16,0.1667,0.59,0.1642,0,5,5,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8150,2011-12-11,4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,0,6,6,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8151,2011-12-11,4,0,12,6,0,0,0,1,0.16,0.2273,0.59,0.194,0,10,10,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8152,2011-12-11,4,0,12,7,0,0,0,1,0.18,0.2424,0.55,0.194,1,30,31,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8153,2011-12-11,4,0,12,8,0,0,0,1,0.16,0.2273,0.69,0.194,4,68,72,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8154,2011-12-11,4,0,12,9,0,0,0,1,0.2,0.2576,0.59,0.194,19,88,107,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8155,2011-12-11,4,0,12,10,0,0,0,1,0.24,0.2879,0.44,0.194,30,164,194,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8156,2011-12-11,4,0,12,11,0,0,0,1,0.26,0.303,0.35,0.194,31,166,197,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8157,2011-12-11,4,0,12,12,0,0,0,1,0.26,0.303,0.35,0.194,42,246,288,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8158,2011-12-11,4,0,12,13,0,0,0,1,0.3,0.3333,0.31,0.194,44,224,268,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8159,2011-12-11,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0.194,44,198,242,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8160,2011-12-11,4,0,12,15,0,0,0,1,0.3,0.3333,0.26,0.194,47,219,266,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8161,2011-12-11,4,0,12,16,0,0,0,1,0.3,0.3333,0.26,0.194,32,174,206,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8162,2011-12-11,4,0,12,17,0,0,0,1,0.28,0.3182,0.3,0.194,13,150,163,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8163,2011-12-11,4,0,12,18,0,0,0,1,0.24,0.2273,0.48,0.194,12,151,163,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8164,2011-12-11,4,0,12,19,0,0,0,1,0.22,0.2273,0.55,0.194,7,98,105,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8165,2011-12-11,4,0,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,10,62,72,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8166,2011-12-11,4,0,12,21,0,0,0,1,0.22,0.2727,0.55,0.194,10,53,63,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8167,2011-12-11,4,0,12,22,0,0,0,1,0.22,0.2727,0.55,0.194,7,36,43,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8168,2011-12-11,4,0,12,23,0,0,0,1,0.2,0.2576,0.69,0.194,4,31,35,Akhir Pekan,345,4,0,12,0,1,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Fall,Clear
8169,2011-12-12,4,0,12,0,0,1,1,1,0.2,0.2273,0.69,0.0896,4,16,20,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8170,2011-12-12,4,0,12,1,0,1,1,1,0.2,0.2576,0.69,0.194,0,9,9,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8171,2011-12-12,4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0.194,0,4,4,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8172,2011-12-12,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0.194,0,2,2,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8173,2011-12-12,4,0,12,4,0,1,1,1,0.18,0.2424,0.74,0.194,0,3,3,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8174,2011-12-12,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0.194,0,21,21,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8175,2011-12-12,4,0,12,6,0,1,1,1,0.16,0.1818,0.8,0.1045,1,63,64,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8176,2011-12-12,4,0,12,7,0,1,1,1,0.14,0.1515,0.86,0.1343,4,231,235,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8177,2011-12-12,4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,7,378,385,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8178,2011-12-12,4,0,12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,12,208,220,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8179,2011-12-12,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,14,91,105,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8180,2011-12-12,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,15,100,115,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8181,2011-12-12,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7,138,145,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8182,2011-12-12,4,0,12,13,0,1,1,2,0.3,0.3182,0.52,0.1045,13,153,166,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8183,2011-12-12,4,0,12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,16,95,111,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8184,2011-12-12,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,8,124,132,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8185,2011-12-12,4,0,12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,5,209,214,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8186,2011-12-12,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0.194,7,352,359,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8187,2011-12-12,4,0,12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,8,349,357,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8188,2011-12-12,4,0,12,19,0,1,1,1,0.28,0.303,0.61,0.0896,9,232,241,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8189,2011-12-12,4,0,12,20,0,1,1,1,0.3,0.3182,0.56,0.0896,8,157,165,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8190,2011-12-12,4,0,12,21,0,1,1,1,0.26,0.303,0.81,0.194,2,119,121,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8191,2011-12-12,4,0,12,22,0,1,1,1,0.26,0.303,0.7,0.194,0,71,71,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8192,2011-12-12,4,0,12,23,0,1,1,1,0.24,0.2879,0.75,0.194,3,42,45,Hari Kerja,346,4,0,12,0,2,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Fall,Clear
8193,2011-12-13,4,0,12,0,0,2,1,1,0.22,0.2727,0.8,0.194,1,16,17,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8194,2011-12-13,4,0,12,1,0,2,1,1,0.2,0.2576,0.8,0.194,0,4,4,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8195,2011-12-13,4,0,12,2,0,2,1,1,0.2,0.2576,0.8,0.194,1,1,2,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8196,2011-12-13,4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0.194,0,3,3,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8197,2011-12-13,4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0.194,0,4,4,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8198,2011-12-13,4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0.194,0,20,20,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8199,2011-12-13,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0.194,0,92,92,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8200,2011-12-13,4,0,12,7,0,2,1,1,0.16,0.1667,0.8,0.1642,2,221,223,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8201,2011-12-13,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9,391,400,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8202,2011-12-13,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,10,223,233,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8203,2011-12-13,4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,3,99,102,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8204,2011-12-13,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,9,115,124,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8205,2011-12-13,4,0,12,12,0,2,1,1,0.36,0.3333,0.43,0.3582,20,147,167,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8206,2011-12-13,4,0,12,13,0,2,1,1,0.4,0.4091,0.37,0.3284,7,120,127,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8207,2011-12-13,4,0,12,14,0,2,1,1,0.4,0.4091,0.37,0.2537,18,116,134,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8208,2011-12-13,4,0,12,15,0,2,1,1,0.4,0.4091,0.35,0.2537,7,144,151,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8209,2011-12-13,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537,13,194,207,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8210,2011-12-13,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.194,17,381,398,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8211,2011-12-13,4,0,12,18,0,2,1,1,0.34,0.3182,0.42,0.2239,12,370,382,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8212,2011-12-13,4,0,12,19,0,2,1,1,0.32,0.3182,0.49,0.1642,5,262,267,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8213,2011-12-13,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642,7,154,161,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8214,2011-12-13,4,0,12,21,0,2,1,1,0.3,0.303,0.52,0.1642,5,134,139,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8215,2011-12-13,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,5,102,107,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8216,2011-12-13,4,0,12,23,0,2,1,1,0.26,0.303,0.7,0.194,4,55,59,Hari Kerja,347,4,0,12,0,3,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Fall,Clear
8217,2011-12-14,4,0,12,0,0,3,1,1,0.26,0.303,0.75,0.194,0,22,22,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8218,2011-12-14,4,0,12,1,0,3,1,1,0.26,0.303,0.75,0.194,0,8,8,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8219,2011-12-14,4,0,12,2,0,3,1,1,0.26,0.303,0.75,0.194,0,2,2,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8220,2011-12-14,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0.194,0,3,3,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8221,2011-12-14,4,0,12,4,0,3,1,1,0.26,0.303,0.75,0.194,0,4,4,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8222,2011-12-14,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0.194,0,26,26,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8223,2011-12-14,4,0,12,6,0,3,1,2,0.26,0.303,0.87,0.194,0,87,87,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8224,2011-12-14,4,0,12,7,0,3,1,1,0.28,0.3182,0.75,0.194,4,243,247,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8225,2011-12-14,4,0,12,8,0,3,1,2,0.26,0.303,0.87,0.194,9,458,467,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8226,2011-12-14,4,0,12,9,0,3,1,2,0.3,0.3333,0.61,0.194,9,230,239,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8227,2011-12-14,4,0,12,10,0,3,1,2,0.32,0.3485,0.57,0.194,9,133,142,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8228,2011-12-14,4,0,12,11,0,3,1,2,0.34,0.3636,0.55,0.194,12,103,115,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8229,2011-12-14,4,0,12,12,0,3,1,2,0.36,0.3636,0.57,0.0896,6,138,144,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8230,2011-12-14,4,0,12,13,0,3,1,2,0.36,0.3636,0.57,0.1045,14,119,133,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8231,2011-12-14,4,0,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,17,134,151,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8232,2011-12-14,4,0,12,15,0,3,1,2,0.38,0.3939,0.54,0.1045,24,143,167,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8233,2011-12-14,4,0,12,16,0,3,1,2,0.38,0.3939,0.54,0.1045,12,233,245,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8234,2011-12-14,4,0,12,17,0,3,1,2,0.36,0.3636,0.57,0.1045,19,377,396,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8235,2011-12-14,4,0,12,18,0,3,1,2,0.36,0.3485,0.62,0.1642,11,379,390,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8236,2011-12-14,4,0,12,19,0,3,1,2,0.36,0.3636,0.62,0.1045,9,259,268,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8237,2011-12-14,4,0,12,20,0,3,1,2,0.34,0.3485,0.66,0.1045,6,169,175,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8238,2011-12-14,4,0,12,21,0,3,1,2,0.34,0.3333,0.66,0.1642,9,145,154,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8239,2011-12-14,4,0,12,22,0,3,1,1,0.34,0.3333,0.66,0.1642,5,99,104,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8240,2011-12-14,4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,3,48,51,Hari Kerja,348,4,0,12,0,4,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Fall,Cloudy
8241,2011-12-15,4,0,12,0,0,4,1,1,0.32,0.3182,0.7,0.1642,5,45,50,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8242,2011-12-15,4,0,12,1,0,4,1,2,0.32,0.3182,0.7,0.1642,5,15,20,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8243,2011-12-15,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,2,5,7,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8244,2011-12-15,4,0,12,3,0,4,1,2,0.32,0.3333,0.7,0.1343,1,2,3,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8245,2011-12-15,4,0,12,4,0,4,1,2,0.32,0.303,0.7,0.2239,0,6,6,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8246,2011-12-15,4,0,12,5,0,4,1,2,0.32,0.303,0.7,0.2836,0,24,24,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8247,2011-12-15,4,0,12,6,0,4,1,1,0.32,0.3182,0.66,0.194,2,90,92,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8248,2011-12-15,4,0,12,7,0,4,1,1,0.32,0.3182,0.7,0.194,6,252,258,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8249,2011-12-15,4,0,12,8,0,4,1,2,0.34,0.3182,0.66,0.2239,8,449,457,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8250,2011-12-15,4,0,12,9,0,4,1,2,0.36,0.3333,0.62,0.2836,6,274,280,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8251,2011-12-15,4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,4,105,109,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8252,2011-12-15,4,0,12,11,0,4,1,2,0.4,0.4091,0.62,0.4179,9,126,135,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8253,2011-12-15,4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,17,140,157,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8254,2011-12-15,4,0,12,13,0,4,1,2,0.5,0.4848,0.55,0.3582,14,150,164,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8255,2011-12-15,4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,8,124,132,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8256,2011-12-15,4,0,12,15,0,4,1,3,0.52,0.5,0.55,0.2239,6,76,82,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
8257,2011-12-15,4,0,12,16,0,4,1,3,0.46,0.4545,0.72,0.1642,7,124,131,Hari Kerja,349,4,0,12,0,5,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Fall,Cloudy
